segment,mean,var,std,len_weighted,gaps_squared,n_peaks,smooth10_n_peaks,smooth20_n_peaks,var_div_duration,var_div_len,diff_peaks,diff2_peaks,diff_var,diff2_var,kurtosis,skew
1736,0.056000191004184,0.0097461051335405,0.0987223638976525,478,477,4,1,1,2.043208623383761e-05,2.038934128355761e-05,11,49,1.4965122180847384e-05,9.574160846286568e-06,0.2964840894583038,1.4171672369773636
1740,0.0493830895896328,0.0065345131348013,0.0808363354859762,463,462,1,1,1,1.4143967824245249e-05,1.4113419297627006e-05,48,56,5.293271626822078e-06,4.289304601232105e-06,0.3327987106306613,1.3789274408085146
1741,0.050124161459854,0.0046107367804513,0.0679024062935276,411,410,1,1,1,1.1245699464515366e-05,1.1218337665331627e-05,18,54,1.7337593442429553e-05,2.0901538391592656e-05,-0.1134755423107227,1.2446709422780768
1745,0.0140064567477203,0.0006258388121806,0.0250167706185399,329,328,1,1,1,1.9080451590873285e-06,1.9022456297284005e-06,38,43,2.516063839237194e-06,4.363676530934553e-06,1.0583544692774574,1.6238957268887086
1746,0.0200705771544715,0.001806994012555,0.0425087521876969,369,368,3,1,1,4.910309816725631e-06,4.897002744051577e-06,6,16,1.347562519860598e-05,1.648974353940872e-05,1.9245109974414785,1.9010738043783624
1749,0.0025328346551724,2.800882388252213e-05,0.0052923363349774,290,289,15,2,1,9.691634561426342e-08,9.658215131904183e-08,22,25,1.8360055417993083e-06,5.236260600814584e-06,2.0480905118760404,1.8873628900642243
1750,0.0014483429900332,1.2861338574183088e-05,0.0035862708450677,301,300,7,1,1,4.2871128580610296e-08,4.2728699582003616e-08,14,17,9.308225763826664e-07,2.7084142410836115e-06,4.055220229824239,2.337499145320605
1752,0.0047092451790633,2.503527805612635e-05,0.0050035265619487,363,362,47,1,1,6.915822667438218e-08,6.896770814359875e-08,59,69,3.16275135690221e-06,9.47583663169806e-06,-1.3094623542063522,0.4846273813574575
1753,0.0241365539863325,0.0004921221297815,0.0221838258598813,439,438,12,1,1,1.1235665063505492e-06,1.121007129342917e-06,82,94,3.1608217829429216e-06,8.672923437457205e-06,-1.4533534419544392,0.2924174938369938
1754,0.0170100012669683,0.0003091107926187,0.0175815469347467,442,441,13,1,1,7.009315025367384e-07,6.993456846576959e-07,71,86,2.123022858980046e-06,5.8437086147090925e-06,-1.366378163479271,0.4809900761006832
1755,0.0069024162555066,7.867110141594502e-05,0.0088696731290361,454,453,26,1,1,1.73666890542925e-07,1.732843643523018e-07,63,84,2.2195194257227378e-06,6.549791892099559e-06,-0.7757522297933437,0.8916003737077699
1758,0.0198691726378896,0.0004177297388489,0.0204384377790718,417,416,9,1,2,1.0041580260793025e-06,1.0017499732589682e-06,71,80,2.6880122305293274e-06,7.410407693977833e-06,-1.3946600903449955,0.4472767283804079
1760,0.0058061053918495,3.795942216403236e-05,0.0061611218267481,319,318,37,1,1,1.193692520881521e-07,1.189950538057441e-07,48,65,2.414923776414465e-06,6.739055136939431e-06,-1.4183006386479506,0.456636419778863
1762,0.0201402549602122,0.0003977744909759,0.0199442846694468,377,376,15,2,1,1.0579108802551343e-06,1.0551047505992853e-06,80,82,4.646645304512233e-06,1.397737157139093e-05,-1.519431610150907,0.3459255931753845
1765,0.0042542876836158,2.840117861695113e-05,0.0053292756184073,354,353,34,1,1,8.045659664858678e-08,8.02293181269806e-08,49,60,2.2545406097813023e-06,6.425841215060795e-06,-0.9422392906544044,0.7956672621718277
1766,0.015177822445328,0.0002674729277935,0.0163545995913557,503,502,16,1,1,5.328145971983529e-07,5.317553236452746e-07,79,97,2.8673234159127483e-06,8.479900277849898e-06,-1.4206048495491284,0.4814792078256347
1767,0.0134972847145877,0.0002047668943782,0.0143096783464294,473,472,20,2,1,4.338281660556634e-07,4.329109817722477e-07,74,90,2.959756817051272e-06,8.542093675934184e-06,-1.3513433056098154,0.5009595483644288
1769,0.0296299917491166,0.0040061225463965,0.0632939376749193,566,565,3,1,1,7.090482383002798e-06,7.077955028969224e-06,42,46,4.341238896772035e-06,3.4241713888471597e-06,2.3706972179766144,1.979185030208043
1770,0.055519689320843,0.0083169743197939,0.0911974468929582,427,426,5,1,1,1.95234138962299e-05,1.947769161544248e-05,15,41,7.79001599571221e-06,5.400344761799534e-06,0.1107984339480894,1.3268528373698936
1775,0.1671471267901234,0.0255824325238986,0.1599450922157309,324,323,2,1,1,7.920257747337053e-05,7.895812507376136e-05,84,99,2.0696882268515013e-05,1.7038992314641005e-05,-1.3837644023355482,0.5359707222750054
1777,0.0609375347128712,0.0083526255508445,0.0913926996583674,505,504,1,1,1,1.6572669743739183e-05,1.6539852575929796e-05,47,91,8.069420307290418e-06,9.84643103458011e-06,0.0683274710279788,1.3100831721486468
1778,0.0853414383435582,0.0174414843017791,0.1320662118097554,489,488,2,1,1,3.574074652003933e-05,3.566765705885316e-05,11,33,1.977779979740901e-05,1.7922004170262425e-05,-0.2569863926452651,1.1903254998520012
1780,0.0658991900683371,0.0089597546027105,0.094655980279698,439,438,3,1,1,2.045606073678217e-05,2.040946378749565e-05,31,57,1.01326347881274e-05,8.232411937131814e-06,-0.6476176213539806,1.0163103430125142
1783,0.1459227029801324,0.0326932072537183,0.1808126302383723,453,452,1,1,1,7.233010454362465e-05,7.217043543867184e-05,24,87,1.9554508344628327e-05,1.3775108977801468e-05,-1.0689472954389707,0.7718678524936796
1784,0.1278679831568627,0.0223953863137669,0.1496508814333111,510,509,1,2,1,4.3998794329601065e-05,4.391252218385675e-05,115,122,1.046346704078426e-05,1.2399135616385115e-05,-0.8925752122077646,0.8602233524893466
1785,0.1931284041290322,0.065181508865305,0.2553066956922692,620,619,3,1,1,0.000105301306729,0.0001051314659117,97,172,1.7877509729930233e-05,1.2950843748733704e-05,-0.9191629850526296,0.86943367176638
1786,0.1866269634090909,0.0606114342655318,0.2461938956707332,616,615,2,1,1,9.855517766753148e-05,9.839518549599328e-05,96,105,1.473784611581138e-05,9.67175953506358e-06,-0.903169031446322,0.872781325289002
1787,0.1133664913704206,0.0245416182282454,0.1566576465680672,737,736,5,1,1,3.334458998402918e-05,3.329934630698165e-05,112,114,6.51707321435217e-06,8.601531144472373e-06,-0.6809965219583227,0.9857321188331712
1789,0.2191326145828295,0.0732016341921716,0.2705580052265533,827,826,5,2,1,8.86218331624354e-05,8.851467254192459e-05,139,144,1.009549233612494e-05,9.73514217339636e-06,-1.102868214822334,0.7479213703975356
1790,0.237624665240113,0.0894192002535675,0.2990304336577927,708,707,4,1,1,0.0001264769451959,0.0001262983054428,46,100,1.7737588622909478e-05,9.85440940208357e-06,-1.053026429328979,0.7751822285621829
1791,0.2495836479566982,0.0894689619130556,0.299113627093544,739,738,3,1,1,0.0001212316557087,0.0001210676074601,60,146,2.306313426704308e-05,1.9854071697083275e-05,-1.271971333092437,0.644151017088956
1792,0.3029258830579531,0.1374417376311468,0.3707313550687975,811,810,1,1,1,0.0001696811575693,0.0001694719329607,36,113,2.5405973892003583e-05,1.880498861035828e-05,-1.0574396165972462,0.7488743619810497
1794,0.2371555612798875,0.0865830897783407,0.2942500463523171,711,710,1,1,1,0.0001219480137723,0.0001217764975785,33,102,2.3695362151592104e-05,1.8111231866748332e-05,-1.1471626269711277,0.7355793312690079
1796,-3.2459535885714285e-06,7.056315631693552e-11,8.400187873907077e-06,525,2600,1,1,1,1.356983775325683e-13,6.720300601612908e-13,29,35,4.96102677500584e-13,6.469953009414841e-13,-1.4014856844403778,-0.0017150387634802
1797,5.084253254098361e-06,1.8233318867245e-10,1.3503080710432342e-05,610,3025,1,1,1,3.013771713594214e-13,1.4945343333807377e-12,32,41,8.194200626720827e-13,1.0461123618778057e-12,-1.4403343557446813,-0.1115450559444778
1798,9.445327872340428e-07,1.91762008476406e-10,1.3847816018289888e-05,705,3500,1,1,1,2.7394572639486574e-13,1.3600142445135178e-12,39,48,5.915052100527897e-13,7.072623538066727e-13,-1.3808427113760229,-0.1811462097252811
1799,-5.370821982446809e-06,1.0116579540681688e-10,1.0058120868572662e-05,940,4792,1,1,1,1.076231866029967e-13,5.381159330149835e-13,58,62,3.849842997765305e-13,7.907341081781658e-13,-0.9044532103121404,-0.4285123839946289
1801,-1.0750317313432835e-05,4.97317663075386e-10,2.230062023970154e-05,1340,6675,1,1,1,3.725225940639595e-13,1.855662921923082e-12,80,90,4.967066767680425e-13,6.223949999677747e-13,-1.4741160147327237,-0.1287524325250835
1802,-1.03674145698324e-05,2.8549285713916477e-10,1.689653387944299e-05,895,4450,1,1,1,3.207784911676009e-13,1.59493216278863e-12,52,60,6.491689210560579e-13,7.139221643881289e-13,-1.2821648276221789,-0.180238656091997
1806,1.1806977230088497e-05,3.4458290878568883e-10,1.8562944507423624e-05,565,2800,1,1,1,6.153266228315873e-13,3.049406272439724e-12,31,43,1.6111347631728136e-12,1.153117390619114e-12,-1.2455118631699371,-0.1311400200317582
1807,-1.7335889320388397e-07,2.781485633302589e-10,1.6677786523704486e-05,515,2550,1,1,1,5.453893398632529e-13,2.7004714886432906e-12,26,34,1.349687062194093e-12,8.276034904977174e-13,-1.5021383508452502,-0.048840640570074
1808,3.741888811965812e-06,4.2227594067582044e-10,2.054935377757219e-05,585,2900,1,1,1,7.280619666824491e-13,3.609196074152312e-12,26,39,1.6850315421829718e-12,8.876349870416091e-13,-1.4018470241716396,-0.1044377543967828
1809,-6.7203611851851845e-06,1.4988010902925591e-10,1.2242553207123744e-05,540,2675,1,1,1,2.801497365032821e-13,1.3877787873079253e-12,27,33,6.895272116590365e-13,7.2988326055576e-13,-0.5310923193760222,-0.6838269194845955
1813,2.805441829113924e-06,6.344314077537252e-10,2.518792186254605e-05,790,3925,1,1,1,8.081928761193953e-13,4.015388656669148e-12,38,56,1.5514252105638217e-12,9.533696721506425e-13,-1.3453066103818874,-0.2583843496294722
1814,-1.221384836231884e-05,3.3492212146512557e-10,1.830087761461525e-05,1035,5150,1,1,1,3.2516710821856855e-13,1.617981263116549e-12,57,64,6.206478756894795e-13,9.068351352939967e-13,-1.49033027883763,0.0932592831538022
1818,1.1787463529411764e-05,3.68340131950317e-10,1.919218934750064e-05,85,400,1,1,2,4.604251649378963e-12,2.1667066585312763e-11,1,3,5.605312286321875e-11,1.3182441614355547e-11,-1.4662277995718058,0.0336718365767385
1819,2.05594465e-05,5.215213285004628e-10,2.28368414738217e-05,100,475,1,1,1,5.4896981947417135e-12,2.6076066425023137e-11,2,4,5.917392730686149e-11,1.0272535418544445e-11,-1.382135411430483,-0.2597744034745464
1823,1.4558575999999996e-05,6.399102579213738e-10,2.529644753560021e-05,100,475,1,1,2,6.735897451803937e-12,3.19955128960687e-11,1,3,7.021084271423546e-11,8.992438487888888e-12,-1.3928137700410066,-0.3203345234872126
1824,9.284875e-06,7.050580494178625e-10,2.655292920598145e-05,80,375,1,1,2,9.400773992238166e-12,4.4066128088616405e-11,2,2,1.1173259979019555e-10,2.344404965328164e-11,-1.3767685601902833,-0.0981538784824404
1825,1.0621028e-05,5.90370031201346e-10,2.4297531380807928e-05,100,475,1,1,2,6.2144213810668e-12,2.95185015600673e-11,3,4,6.679440461783047e-11,1.1300595867409878e-11,-1.1960223534020469,-0.483824391135453
1826,5.972781764705882e-06,7.406373039198615e-10,2.721465237551017e-05,85,400,1,1,2,9.25796629899827e-12,4.356690023058009e-11,1,1,1.0650506586094843e-10,2.0372400047728883e-11,-1.4334758664784668,-0.0067025527648722
1827,3.0094304761904752e-06,5.227864879070998e-10,2.2864524659548466e-05,105,500,1,1,2,5.227864879070998e-12,2.4894594662242847e-11,3,5,5.683520118578499e-11,2.575904563206205e-11,-1.385647021300561,-0.2911360409358955
1829,-3.565375000000005e-07,3.5169826523286867e-10,1.875362005674821e-05,100,475,1,1,2,3.70208700245125e-12,1.7584913261643436e-11,2,6,4.1379931766146266e-11,1.037891170801358e-11,-1.3537965242009775,-0.3006599120394578
1831,-4.8190409523809525e-06,2.679038155386753e-10,1.6367767579565495e-05,105,500,1,1,2,2.679038155386753e-12,1.2757324549460728e-11,2,7,2.8364861894575002e-11,9.022227316719112e-12,-1.395944788855063,-0.0853765995720434
1832,-1.5877667375e-06,2.8401573230583515e-10,1.6852766310188814e-05,80,375,1,1,2,3.786876430744469e-12,1.7750983269114697e-11,1,3,4.68956209713874e-11,7.85370240314028e-12,-1.5055028077330774,0.0775953372813357
1834,-4.111335675e-06,2.465821522773522e-10,1.5702934511655847e-05,80,375,1,1,2,3.287762030364697e-12,1.5411384517334516e-11,1,4,4.18418819783758e-11,1.0231093385549648e-11,-1.5141322850878658,0.0762004480546307
1835,-2.63644685e-06,2.5329608391250557e-10,1.5915278317155048e-05,100,475,1,1,2,2.6662745675000587e-12,1.2664804195625278e-11,3,5,2.994884390066793e-11,9.09900747847659e-12,-1.4406343658536795,0.1371958324796667
1836,-3.2497727500000003e-06,2.9322848073038847e-10,1.712391546143546e-05,80,375,1,1,2,3.90971307640518e-12,1.832678004564928e-11,2,4,5.199610815379413e-11,2.3796234421681556e-11,-1.3423768873253783,0.0560694583528142
1837,5.033332631578954e-07,3.6701577096647324e-10,1.915765567512041e-05,95,450,1,1,2,4.077953010738593e-12,1.9316619524551222e-11,3,5,4.557072252253823e-11,9.249150112489645e-12,-1.4298944216016969,0.0714728130761725
1838,-2.581062777777777e-06,4.6483604912787556e-10,2.156005679788148e-05,90,425,1,1,2,5.4686594015044185e-12,2.582422495154864e-11,1,5,6.14929757538699e-11,1.3257744022048439e-11,-1.3610667717451623,0.0597006111234651
1839,3.875377555555555e-06,4.744045885935551e-10,2.178083075994933e-05,90,425,1,1,2,5.581230454041823e-12,2.635581047741972e-11,1,3,6.448606782365766e-11,1.0847651898051938e-11,-1.3747584967009605,0.0410851912899916
1840,-1.944846e-06,5.740221861777112e-10,2.395876011353073e-05,95,450,1,1,2,6.378024290863457e-12,3.0211694009353216e-11,1,3,7.036494553891239e-11,1.2118481816991946e-11,-1.300950961383643,0.0975984012597577
1841,5.266696842105262e-06,5.38783186832432e-10,2.3211703660705995e-05,95,450,1,1,2,5.98647985369369e-12,2.8357009833285905e-11,2,3,7.050749958060988e-11,9.641678045811074e-12,-1.1664914653093736,-0.0010668980575964
1843,5.6908273e-06,6.193378023501485e-10,2.4886498394714925e-05,100,475,1,1,2,6.519345287896301e-12,3.096689011750743e-11,2,4,6.775226320787171e-11,1.8691522356879232e-11,-0.9768611369788324,-0.2118321534734465
1844,9.852384705882352e-06,5.843438181354131e-10,2.417320454833023e-05,85,400,1,1,1,7.304297726692665e-12,3.4373165772671366e-11,1,3,8.181109765941875e-11,1.4730301701943984e-11,-1.0553617376161113,-0.207656999153409
1845,7.639572299999999e-06,5.387766333635124e-10,2.321156249293684e-05,100,475,1,1,1,5.671332982773815e-12,2.693883166817562e-11,2,5,5.795962052227714e-11,1.3222761210218729e-11,-0.811626578056055,-0.2896369727556007
1846,1.126429705882353e-05,5.736035691992796e-10,2.395002232147769e-05,85,400,1,1,1,7.170044614990995e-12,3.3741386423487034e-11,1,3,7.754964976594648e-11,2.1237593976730663e-11,-1.0037714659006345,-0.2921281750945944
1847,9.549170789473683e-06,4.786453063224137e-10,2.1877963943713174e-05,95,450,1,1,1,5.3182811813601535e-12,2.5191858227495463e-11,2,4,5.199219371925909e-11,9.54292965798751e-12,-0.8481542259599006,-0.3888863639571074
1849,9.3147705e-06,4.3536140198246465e-10,2.0865315765223028e-05,100,475,1,1,1,4.582751599815418e-12,2.1768070099123237e-11,3,5,5.0103726964350144e-11,1.6501617157555548e-11,-0.8456062829225561,-0.240263013700924
1850,6.501197777777777e-06,5.861262958427394e-10,2.4210045349869537e-05,90,425,1,1,1,6.895603480502818e-12,3.2562571991263306e-11,1,3,5.856440903752387e-11,9.032950550443747e-12,-1.1382893226309614,-0.2883590286375198
1851,1.0965714736842108e-05,3.719089190824039e-10,1.9284940214644276e-05,95,450,1,1,2,4.132321323137821e-12,1.9574153635915992e-11,2,3,5.073961441818766e-11,1.3710940930112112e-11,-1.1206948356628976,-0.1378727896911286
1852,6.848825235294118e-06,5.590717727971809e-10,2.3644698619292675e-05,85,400,1,1,1,6.988397159964761e-12,3.2886574870422405e-11,2,3,7.022378970490636e-11,1.879003217083596e-11,-1.0778637750728557,-0.2656563771583488
1854,1.0818454705882354e-05,4.879660564442954e-10,2.208995374472965e-05,85,400,1,1,1,6.099575705553694e-12,2.870388567319385e-11,2,3,7.316420246631209e-11,9.881898345664891e-12,-0.9778127223071502,-0.1727699268197319
1855,9.7486265e-06,5.007601247059704e-10,2.237767022515906e-05,100,475,1,1,1,5.2711592074312665e-12,2.5038006235298518e-11,3,4,5.2228564260207344e-11,1.4624527093693668e-11,-1.1139368528793758,-0.2524963677409572
1857,5.345763047619047e-06,3.988342887246372e-10,1.9970835954577293e-05,105,500,1,1,2,3.9883428872463706e-12,1.8992108986887484e-11,1,3,3.9147065473101596e-11,5.723933637195084e-12,-1.3264226997224435,-0.0942555941225844
1859,3.5885344e-06,2.4265739732765977e-10,1.5577464406239542e-05,100,475,1,1,2,2.554288392922735e-12,1.2132869866382989e-11,3,6,3.064659967824984e-11,1.3013818260158614e-11,-1.323976598259642,-0.1846913462808737
1861,8.924950499999994e-07,1.7857724919762449e-10,1.3363279881736538e-05,100,475,1,1,2,1.879760517869732e-12,8.928862459881226e-12,1,7,1.977204971713529e-11,3.961033644460581e-12,-1.3510020170568962,-0.2011507921651899
1862,1.7794649235294117e-06,2.1842825772296856e-10,1.4779318581144686e-05,85,400,1,1,2,2.730353221537107e-12,1.2848721042527563e-11,1,2,3.234911060663015e-11,8.054044563475964e-12,-1.535118945132219,0.0422494676001833
1863,5.530715e-07,1.2972591142003272e-10,1.1389728329509564e-05,100,475,1,1,2,1.365535909684555e-12,6.486295571001637e-12,4,6,1.6168395535795568e-11,7.685804747683952e-12,-1.3769182757644378,-0.2298982620377234
1864,3.016153125e-06,1.6260661907530894e-10,1.2751730042441652e-05,80,375,1,1,2,2.168088254337453e-12,1.0162913692206809e-11,2,4,2.674777598503556e-11,5.719421083165816e-12,-1.397936653341065,0.0024809280219443
1865,7.505479499999998e-07,1.1041467563882646e-10,1.0507838771071168e-05,100,475,1,1,2,1.1622597435665945e-12,5.520733781941323e-12,2,4,1.2942283031652892e-11,2.018875332601617e-12,-1.3809027976280437,-0.3075632591689468
1866,2.7621930625e-06,1.4308630921646198e-10,1.1961868968370368e-05,80,375,1,1,2,1.907817456219493e-12,8.942894326028873e-12,2,5,2.717396953176813e-11,1.3499033589342064e-11,-1.4915127174512877,0.016991028114493
1870,4.233304e-06,1.533022130639075e-10,1.2381527089333831e-05,80,375,1,1,2,2.044029507518767e-12,9.581388316494218e-12,1,3,2.521992925774613e-11,3.1252985807542048e-12,-1.4487890352736137,-0.0867024475823689
1871,1.96587e-06,1.5201879285167618e-10,1.2329590133158367e-05,105,500,1,1,2,1.520187928516762e-12,7.238990135794105e-12,1,4,1.490764587482e-11,2.0000278135789463e-12,-1.4969246454693337,-0.1631357529456812
1873,3.173327142857143e-06,2.1496462703952519e-10,1.466167204105743e-05,105,500,1,1,2,2.149646270395252e-12,1.0236410811405962e-11,2,4,2.2117233659450003e-11,4.301105296383936e-12,-1.4686447102278846,-0.0601528385607583
1874,7.14805125e-06,2.84057955017186e-10,1.6854018957423357e-05,80,375,1,1,2,3.787439400229146e-12,1.7753622188574122e-11,1,2,4.8505979810106656e-11,1.4891549265538773e-11,-1.5224313964553466,-0.0753246633973588
1875,5.656672380952382e-06,3.2092839754166565e-10,1.791447452597105e-05,105,500,1,1,2,3.2092839754166568e-12,1.5282304644841225e-11,2,4,3.25695738781e-11,5.52693355428255e-12,-1.4890621440043077,-0.028660575325284
1876,9.362885625e-06,3.5869899842194955e-10,1.893935052798669e-05,80,375,1,1,2,4.782653312292661e-12,2.241868740137185e-11,1,3,5.923458687628886e-11,9.147333001897962e-12,-1.4305996133301164,-0.097795518107778
1877,8.922690000000001e-06,4.1740623022784764e-10,2.043052202533865e-05,105,500,1,1,2,4.174062302278477e-12,1.987648715370703e-11,3,6,4.4146914934250005e-11,1.1840724599163996e-11,-1.3907931984221833,0.001121283029955
1878,1.2166772e-05,4.2717287692583246e-10,2.0668160946872667e-05,80,375,1,1,2,5.695638359011099e-12,2.669830480786453e-11,1,3,7.04770472962761e-11,1.127315160587682e-11,-1.4276078495618,-0.156765669971068
1879,1.1313047619047616e-05,5.070828454414277e-10,2.251850007086235e-05,105,500,1,1,2,5.070828454414277e-12,2.4146802163877508e-11,2,4,5.3829299264060007e-11,1.1648618721896948e-11,-1.3804593217366845,-0.0400498360131197
1880,1.3011560374999998e-05,4.856762845332045e-10,2.203806444616234e-05,80,375,1,1,2,6.4756837937760615e-12,3.035476778332529e-11,1,3,7.944313045026347e-11,1.5267664687240408e-11,-1.3793997419931057,-0.1499116534323444
1881,1.203191142857143e-05,5.971624730608122e-10,2.443690800941912e-05,105,500,1,1,2,5.971624730608121e-12,2.843630824099105e-11,2,5,6.227733571176499e-11,1.2470882006970635e-11,-1.3359566360419024,-0.0458353258090243
1882,1.39907220625e-05,5.581644050594737e-10,2.3625503276321413e-05,80,375,1,1,2,7.442192067459651e-12,3.4885275316217113e-11,1,4,9.145615784346875e-11,1.4052562229995686e-11,-1.3395139729822931,-0.1131337550561452
1883,1.0778753333333334e-05,6.559471323774318e-10,2.5611464861999435e-05,105,500,1,1,2,6.5594713237743175e-12,3.123557773225866e-11,2,4,6.729586126224001e-11,1.162927377565097e-11,-1.271772518406875,-0.0309334253638186
1884,1.380999125e-05,6.35966262638261e-10,2.5218371530260653e-05,80,375,1,1,2,8.479550168510147e-12,3.974789141489132e-11,1,4,1.0618611295724887e-10,2.2690879670077554e-11,-1.4152868525997042,-0.1035544429558766
1885,8.724665238095236e-06,6.850723495897201e-10,2.617388678797477e-05,105,500,1,1,2,6.850723495897202e-12,3.2622492837605715e-11,1,4,7.108656298494999e-11,1.095134538844543e-11,-1.2382120663942415,-0.0177762242534491
1886,1.1650574176470587e-05,7.052203102068746e-10,2.655598445184954e-05,85,400,1,1,2,8.815253877585932e-12,4.1483547659227917e-11,1,6,1.0062536205047356e-10,1.2092658626729276e-11,-1.2790192566621408,-0.1567448010363718
1887,5.38769e-06,6.109856209266667e-10,2.471812332938459e-05,105,500,1,1,2,6.109856209266667e-12,2.909455337746032e-11,1,4,6.541207634917e-11,9.310829618219946e-12,-1.280557971351724,0.0233950067144236
1888,7.155837222222224e-06,6.965401366618977e-10,2.6392046844871617e-05,90,425,1,1,2,8.194589843081149e-12,3.869667425899432e-11,1,2,8.820878508550031e-11,1.0383633421781251e-11,-1.3892583554648494,-0.0918656529578828
1889,-6.598838999999999e-07,4.996038806263311e-10,2.235182052152198e-05,100,475,1,1,2,5.258988217119274e-12,2.4980194031316557e-11,1,5,5.850017536537071e-11,9.195575157234174e-12,-1.354142114105526,0.1232733589756821
1891,-5.089101052631579e-06,3.47458275120662e-10,1.864023270028199e-05,95,450,1,1,2,3.860647501340689e-12,1.8287277637929583e-11,1,4,4.578620443124321e-11,8.543833633053284e-12,-1.3845595287564068,0.1879655354886352
1894,-2.911464210526316e-06,3.7013822075698225e-10,1.923897660368093e-05,95,450,1,1,2,4.112646897299804e-12,1.9480958987209595e-11,1,2,4.4772503289098766e-11,1.0602178299446372e-11,-1.5101307430409376,0.0478062072179896
1896,-4.848388888888926e-08,3.9363404172465707e-10,1.984021274393642e-05,90,425,1,1,2,4.630988726172436e-12,2.1868557873592058e-11,2,3,5.821758393828859e-11,2.868051948395625e-11,-1.4506258226460085,0.040556840799118
1897,-7.995916000000001e-06,2.88300178090934e-10,1.6979404526983093e-05,100,475,1,1,1,3.0347387167466735e-12,1.4415008904546698e-11,2,6,3.449912603900387e-11,1.1823910362388889e-11,-1.3833578408317964,0.1833735523947524
1898,2.418256666666667e-06,4.748449435604333e-10,2.1790937188667065e-05,90,425,1,1,2,5.58641110071098e-12,2.638027464224629e-11,1,4,6.191885452956607e-11,8.629514265210936e-12,-1.477960424357837,0.0049247333665763
1899,-3.823205761904762e-06,4.468048369059525e-10,2.1137758559174443e-05,105,500,1,1,2,4.468048369059525e-12,2.127642080504536e-11,1,6,4.95051043796561e-11,1.5250947395968512e-11,-1.441352643515746,0.1278169882050807
1900,1.760690499999999e-06,5.951709690494246e-10,2.439612610742584e-05,100,475,1,1,2,6.264957568941313e-12,2.975854845247124e-11,1,5,6.883549423650748e-11,1.719543187990989e-11,-1.4901711199354246,0.1331332767731165
1901,1.2739657894736836e-06,5.749122569927927e-10,2.397732797858829e-05,95,450,1,1,2,6.387913966586587e-12,3.0258539841725935e-11,3,5,7.148463543568889e-11,2.201813017034256e-11,-1.269517984905834,-0.0551890002427997
1902,7.033657222222221e-06,6.028002577675312e-10,2.455199091250099e-05,90,425,1,1,2,7.091767738441544e-12,3.3488903209307287e-11,2,3,7.328171127666783e-11,1.3925127649781244e-11,-1.0956803977864271,-0.2045585632447
1903,4.259462857142858e-06,5.912179845724205e-10,2.431497449253074e-05,105,500,1,1,2,5.912179845724205e-12,2.8153237360591447e-11,1,4,6.3119591944975e-11,1.064181379881662e-11,-1.2509562757985204,0.0887406693718939
1905,1.1652245e-05,5.07005740791236e-10,2.2516787976779373e-05,90,425,1,1,2,5.9647734210733645e-12,2.8166985599513117e-11,1,4,6.903736471271764e-11,9.5422668434e-12,-1.147221846429804,-0.1424645724110685
1907,9.90276994736842e-06,5.068052595453591e-10,2.2512335719452998e-05,95,450,1,1,1,5.631169550503991e-12,2.667396102870312e-11,1,5,5.6098695011889876e-11,1.5236684150953743e-11,-1.018389186946398,-0.2317445209725342
1908,1.3116469999999998e-05,4.909917574505998e-10,2.2158333814856206e-05,100,475,1,1,1,5.168334288953684e-12,2.454958787253e-11,1,5,4.7130930237961215e-11,1.062436164830248e-11,-0.7153421208656825,-0.5061756727527479
1909,9.711220157894737e-06,4.935068662245718e-10,2.2215014432238655e-05,95,450,1,1,1,5.483409624717464e-12,2.5974045590766937e-11,1,4,5.290494223303376e-11,8.763903469926888e-12,-0.9932461496794408,-0.2279807970478361
1910,1.2778189047619046e-05,4.670065313402656e-10,2.161033390163756e-05,105,500,1,1,1,4.670065313402657e-12,2.2238406254298368e-11,1,6,4.268950327468899e-11,5.663162029655956e-12,-0.919250724725444,-0.4101995289257754
1911,9.518507888888888e-06,5.028077251901001e-10,2.2423374527267305e-05,90,425,1,1,1,5.915385002236473e-12,2.7933762510561124e-11,2,5,5.798409729266912e-11,1.4225510377655252e-11,-1.131622034296982,-0.2776706714722084
1912,1.246996519047619e-05,5.060565357115816e-10,2.2495700382774964e-05,105,500,1,1,1,5.060565357115816e-12,2.4097930271980075e-11,2,5,4.8450754185093094e-11,8.726981100921473e-12,-1.1075575167441696,-0.3784664979081344
1916,1.0243899523809524e-05,4.776446928036711e-10,2.185508391207115e-05,105,500,1,1,1,4.776446928036712e-12,2.2744985371603396e-11,1,4,4.656314161304e-11,6.491852794130188e-12,-1.3954485410420856,-0.2667908079754623
1919,3.6493026315789456e-06,4.3936099204262986e-10,2.096093967460977e-05,95,450,1,1,2,4.8817888004736656e-12,2.3124262739085785e-11,2,6,5.2549601481687644e-11,1.2928931550108651e-11,-1.491031032658101,0.0563169091098774
1920,1.6760505263157896e-06,2.116518790872787e-10,1.4548260345734768e-05,95,450,1,1,2,2.351687545414208e-12,1.1139572583540983e-11,3,4,2.840800151101358e-11,9.5588581818263e-12,-1.4558089950421624,-0.2167616475078956
1922,-2.4234671000000003e-06,1.5826811042271382e-10,1.2580465429494802e-05,100,475,1,1,2,1.665980109712777e-12,7.913405521135689e-12,1,6,1.8024267248981252e-11,4.488853894119114e-12,-1.5172810461992996,-0.0490913763490214
